X,Y,OBJECTID,Sign_Type,Size_,Supplement,Sign_Post,Year_Insta,Category,Notes,MUTCD,Ownership,FACILITYID,Schools,Location_Adjusted,Replacement_Zone,Sign_Text,Set_ID,FieldVerifiedDate,GlobalID
-9826930.7064371,4881140.0991505,2689,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,2848,,AERIAL,C,,2076,,{18BB6030-E64D-4B2A-A8FF-4F07BA4DAF71}
-9830851.49363799,4881371.84972141,2690,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2849,,AERIAL,D,Balmoral Dr,2077,,{7F3413F8-205B-4907-AB49-F364F3032B08}
-9828990.58512578,4881834.07909442,2691,Stop,"30""", ,Punched Telespar,2015,Regulatory, ,R1-1,Champaign,2850,,AERIAL,D,,2078,,{45C83D56-7DC9-4615-A12C-0D46CE1EC7F2}
-9828991.07062008,4882071.44324989,2692,Stop,"30""", ,Punched Telespar, ,Regulatory, ,R1-1,Champaign,2851,,AERIAL,D,,2079,,{DDCF233E-C63C-4771-AF1F-46CF4FA45812}
-9828981.02654346,4882058.89445865,2693,No Outlet,"24"" X 24""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,2852,,AERIAL,D,,2080,,{350E096A-5DCF-49B7-9814-C23BADD01719}
-9828674.74840991,4881877.31171815,2694,No Outlet,"18"" X 18""", ,Punched Telespar, ,Warning,,W14-2,Champaign,2853,,AERIAL,D,,2081,,{7325B1BD-12E4-46A7-8727-606C7A66A476}
-9827973.22851658,4882090.60346664,2695,No Outlet,"18"" X 18""", ,Punched Telespar, ,Warning, ,W14-2,Champaign,2854,,AERIAL,D,,2082,,{268C9050-329B-49AC-BAF2-7CDC873118B7}
-9827260.48610331,4880248.82336937,2696,Stop Ahead,"24"" X 24""", ,Punched Telespar, ,Warning, ,W3-1,Champaign,2855,,AERIAL,D,,2083,,{A0FEEB8B-A7BA-41E8-9C04-601EFC0B93ED}
-9826938.62677916,4882080.09155414,2697,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2856,,AERIAL,C,S Mattis Ave,1730,,{4823B202-5D83-4F3E-AC2A-D73F153CA4A8}
-9826926.24546482,4881776.13418545,2698,Streetname,"18"" X 60""",700 South,Traffic Signal Mast Arm, ,Streetname, ,D3-1,Champaign,2857,,AERIAL,C,1800 W John St,2084,,{E5E5959B-9864-455E-BE00-60259A496F27}
-9827429.54659537,4882080.84583179,2699,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2858,,AERIAL,D,Round Barn Rd,1770,,{C13B1B2E-D626-4A1E-B3A7-05E18855CECB}
-9827587.23104408,4882096.65485724,2700,Streetname,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2859,,AERIAL,D,Country Fair Dr,2085,,{D3F88E14-CB63-4A50-BEEC-5D970A23F983}
-9827417.0136061,4881840.07968292,2701,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2860,,AERIAL,D,Crescent Dr,2086,,{02327A18-90CB-4B53-8E91-1787E3804F8B}
-9827412.92500265,4881384.98807178,2702,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2861,,AERIAL,D,William St,2087,,{F966B2A4-E325-494B-A7EE-95E371E49045}
-9827468.3011038,4880828.4805664,2703,Streetname - Honorary,"8"" X 36""", ,Punched Telespar, ,Streetname, ,N/A,Champaign,2862,,AERIAL,D,Robert F. Toalson Dr,2088,,{ECCEED55-8046-4E7F-87E7-3F1F73722073}
-9827462.03703698,4880847.86004837,2704,Streetname,"6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,2863,,AERIAL,D,Sangamon Dr,2088,,{A8834CC2-6174-4262-8213-35591E16627B}
-9827610.98380967,4881845.05185536,2705,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2867,,AERIAL,D,W John St,2092,,{D1BB0B2C-D40E-4AFC-9B8B-40EB1ADBCB47}
-9827942.72459651,4881845.77405097,2706,Streetname,"8"" X 36""", ,Punched Telespar,2013,Streetname, ,D3-1,Champaign,2868,,AERIAL,D,W John St,2093,,{1A2544AC-32DB-4BE0-B8E5-021426F03C6E}
-9827965.43531132,4881654.25500855,2707,Streetname - Private,"6"" X 30""/ 6"" X 30""", ,Old Metal Post, ,Streetname, ,D3-1,Private,2870,,AERIAL,D,Sparton Ct,2095,,{AF47D1D2-683E-46F7-A3E8-5F235EAD3B3E}
-9827964.89238198,4881575.29507873,2708,Streetname - Private,"6"" X 30""", ,Power Pole, ,Streetname, ,N/A,Private,2871,,AERIAL,D,Daniel St Ext,2096,,{F623E77E-E15F-460F-85DB-E3CDD6C2D6AF}
-9827956.23832348,4880849.39942746,2709,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2872,,AERIAL,D,Kenwood Rd,2097,,{CA8A3374-9AA5-4822-9499-52C475AE8160}
-9827932.86337613,4880840.49948079,2710,Streetname - Honorary,"6"" X 30""", ,Punched Telespar, ,Streetname, ,N/A,Champaign,2873,,AERIAL,D,Robert F. Toalson Dr,2098,,{495B6F4C-26AB-4451-90A1-9D66DB59CB47}
-9827938.8553666,4880268.81459356,2711,Streetname,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2874,,AERIAL,D,W Kirby Ave,2099,,{519D6DBD-4B2B-4D23-AA6B-48EEE9592C7E}
-9827948.79715578,4880355.59291354,2712,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2875,,AERIAL,D,Kenwood Rd,2100,,{60F65057-70BC-4ADB-AB5A-1EE7FC7B97EA}
-9828067.19304978,4880376.78497933,2713,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname,,D3-1,Champaign,2876,,AERIAL,D,Lawndale Dr,2101,,{3081C274-E962-42A9-BDBE-D279352318BE}
-9828184.71826481,4880358.82119389,2714,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2877,,AERIAL,D,Lawndale Dr,2102,,{5B9B1756-00E6-4529-9CF1-B24D83F7FA43}
-9828400.16453235,4880269.87410527,2715,Streetname,"8"" X 36""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2878,,AERIAL,D,Westfield Dr,2103,,{10D4B863-56B8-4D87-B5F3-A6B4CF4EC1FC}
-9828371.45575796,4880473.34467258,2716,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2879,,AERIAL,D,Westfield Dr,2104,,{D78082FC-687F-40D9-A209-B4F8CB945EB8}
-9828370.67842719,4880736.0988405,2717,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2880,,AERIAL,D,Westfield Dr,2105,,{9A353815-C445-4D36-A6AE-593E872FB7C9}
-9828504.50074741,4880939.03329446,2718,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2881,,AERIAL,D,Alton Dr,2106,,{C084B92C-8DC2-4EBB-ADB8-F42AFE4ACC1D}
-9828475.13881723,4880847.7934335,2719,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2882,,AERIAL,D,Centennial Dr,2107,,{06453F20-97EF-45B5-80E6-A04591D63802}
-9828871.17989179,4880772.11204202,2720,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2883,,AERIAL,D,Maplepark Dr,2108,,{E77705AF-0999-46CF-B8FC-C96DE39DFFF4}
-9828871.17197595,4880670.87131455,2721,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2884,,AERIAL,D,Maplepark Dr,2109,,{34D398F1-4DC4-4548-8A25-C807E64AFDF6}
-9828867.97246977,4880569.42429086,2722,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2885,,AERIAL,D,Maplepark Dr,2110,,{484BA91D-3FA0-4AFA-8DCF-F4A1C05B3086}
-9828867.49443419,4880485.83380484,2723,Streetname,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2886,,AERIAL,D,Maplepark Dr,2111,,{276AD09E-DFAF-46A0-9322-203A764C60D0}
-9828969.64270992,4880484.72968286,2724,Streetname,"6"" X 30""", ,Streetlight,2017,Streetname, ,D3-1,Champaign,2887,,AERIAL,D,Lawndale Dr,2112,,{B325BAA6-4EA2-48E4-BCB0-26235055E990}
-9828759.44507859,4880463.70463641,2725,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2888,,AERIAL,D,Lawndale Dr,2113,,{5DFBD830-7234-491C-B69F-D5BE881DEAB3}
-9828761.23774488,4880378.95781149,2726,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2889,,AERIAL,D,Judith Dr,2114,,{45F52776-39AD-4B4D-9324-D3E03201D018}
-9828500.70477443,4880482.01060291,2727,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2891,,AERIAL,D,Centennial Dr,2116,,{38B3117A-981D-4B9C-9562-BFAAB1C83233}
-9828779.25225922,4880278.85557208,2728,Streetname,"8"" X 36", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2892,,AERIAL,D,Bellepark Dr,2117,,{5716A53B-12E5-4491-8AF4-C2C77879ED2B}
-9828962.61678877,4880378.13878888,2729,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2893,,AERIAL,D,S Duncan Rd,2118,,{1E702F34-5424-4BAB-A06C-16C86DA9181E}
-9828972.48704369,4881001.93573534,2730,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2894,,AERIAL,D,Maplewood Dr,2119,,{31BA4B94-A9A5-420C-9873-50431FABACDF}
-9829010.25297965,4881864.97244846,2731,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2895,,AERIAL,D,W John St,2120,,{D7300DAD-1617-453B-B538-D575FDAC5654}
-9828879.26377475,4881857.5868358,2732,Streetname,"6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2896,,AERIAL,D,W John St,2121,,{1363C740-96FB-46F9-8D7A-722D9269BFB8}
-9828687.70962965,4881854.4957232,2733,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2897,,AERIAL,D,W John St,2122,,{999CE270-2D17-40F6-9363-02A4390469A5}
-9828160.94807422,4881852.64951222,2734,Streetname,"6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2898,,AERIAL,D,W John St,2123,,{51735A33-7832-4E39-B545-B727323F0449}
-9827973.22851658,4882090.60346664,2735,Streetname - Private,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Private,2899,,AERIAL,D,Austin Ln,2082,,{A762FD06-2178-4688-AAC0-F4EFAE32F1D4}
-9827973.22851658,4882090.60346664,2736,Streetname - Honorary,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2902,,AERIAL,D,CPL Nathaniel K. Moore Rd,2082,,{4BD5D19D-E716-4482-9F1D-BFF5F5F9A04A}
-9826926.04864446,4881704.06379731,2737,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,2903,,AERIAL,C,,2126,,{E74FA22A-4A85-4B4F-A6D6-C50EE8DB655F}
-9826914.4140058,4880740.57392575,2738,35 mph Speed Limit,"24"" X 30""",,U-Channel, ,Regulatory, ,R2-1,Champaign,2904,,AERIAL,C,,2127,,{81EB6D62-2268-4D1B-A7EC-708AD3358A4F}
-9827006.91890023,4880245.13202073,2739,35 mph Speed Limit,"24"" X 30""",,Punched Telespar, ,Regulatory, ,R2-1,Champaign,2905,,AERIAL,D,,2128,,{24394E69-973A-4AC4-AD51-9E140987C05B}
-9827441.10916995,4881563.74980136,2740,20 mph School Speed Limit,"24"" X 48""", ,Streetlight, ,School, ,S4-I100,Champaign,2906,Centennial High School,AERIAL,D,,2129,,{7891DB13-0DDF-4013-95F2-63365512D844}
-9827236.19363601,4880823.99866818,2741,20 mph School Speed Limit,"24"" X 48""",School Zone,Streetlight, ,School,,S4-I100,Champaign,2907,Jefferson Middle School,AERIAL,D,,2130,,{9A9F55E9-B881-4B47-971A-3E65A408E4F4}
-9827955.31432228,4880779.72649414,2742,30 mph Speed Limit,"24"" X 30""",,Unpunched Telespar, ,Regulatory, ,R2-1,Champaign,2908,,AERIAL,D,,2131,,{A1AA1E67-67D9-44C7-B6FA-B3CED03081EA}
-9827924.53930666,4880372.60816954,2743,30 mph Speed Limit,"24"" X 30""",,Streetlight, ,Regulatory, ,R2-1,Champaign,2909,,AERIAL,D,,2132,,{8A0CBD68-D8ED-41E6-BB66-A549611B2E54}
-9828999.91700424,4881311.98785251,2744,30 mph Speed Limit,"24"" X 30""",,Streetlight, ,Regulatory, ,R2-1,Champaign,2910,,AERIAL,D,,2133,,{47A1F82F-EBBC-4840-9D84-7B7F5CABB156}
-9827420.85148961,4882086.86770173,2745,Pedestrian Crossing,"30""",Arrow,Traffic Signal Standard, ,School, ,W11-2,Champaign,2911,,AERIAL,D,,2134,,{C71AF9B7-CFD5-41D4-84FB-BA5B81BEC75E}
-9827416.66792877,4882103.30299187,2746,Pedestrian Crossing,"30""",Arrow,Traffic Signal Standard, ,School, ,W11-2,Champaign,2912,,AERIAL,D,,2135,,{CC77CA26-DF27-4942-B8A7-31B5706C3C45}
-9826914.65517605,4880740.73110441,2747,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,2913,,AERIAL,C,,2127,,{9A5122AD-F099-4F5F-9BA0-105290214B16}
-9826911.06392644,4880524.18383613,2748,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,2914,,AERIAL,C,,2136,,{5490B9F7-4FB1-41E1-B4C5-393CBAC7788D}
-9827136.12002865,4880246.96178343,2749,No Parking,"12"" X 18""", ,Unpunched Telespar, ,Parking, ,R7-1,Champaign,2915,,AERIAL,D,,2137,,{8AAF2532-FA94-4FAE-95BE-14DE89B3EFD1}
-9827247.51772095,4881817.91150457,2750,No Parking,"12"" X 18""", ,Punched Telespar,2013,Parking, ,R7-1,Champaign,2916,,AERIAL,D,,2138,,{1C7DA01A-C074-4269-9FD3-F3B5DB35D2AF}
-9827169.44170253,4881817.06767794,2751,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar,2013,Parking, ,HR7-11,Champaign,2917,,AERIAL,D,,2139,,{1F0CC0DA-7957-4037-B41F-E9F35FD5E174}
-9827097.81824303,4881816.28164314,2752,No Parking,"12"" X 18""", ,Unpunched Telespar,2013,Parking, ,R7-1,Champaign,2918,,AERIAL,D,,2140,,{761437D0-8C4E-4D07-9203-A0F67A21C118}
-9827333.80249217,4881838.64371802,2753,No Parking,"12"" X 18""", ,Punched Telespar,2013,Parking, ,R7-1,Champaign,2919,,AERIAL,D,,2141,,{7C1886E3-05D8-4791-BE42-45C513690BE2}
-9827428.17246349,4881982.44120158,2754,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2920,,AERIAL,D,,2142,,{16F39C97-E595-4831-9F98-19D3AEE80F0A}
-9827427.16408144,4881954.37973526,2755,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2921,,AERIAL,D,,2143,,{F57AB9B6-C343-48DC-B9CE-E1AFEA598647}
-9827445.92850888,4882011.89948915,2756,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2922,,AERIAL,D,,2144,,{0222ABF5-0BB0-4400-B344-3F7B7BE69EB9}
-9827445.69375649,4881966.70397439,2757,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2923,,AERIAL,D,,2145,,{D49A1514-1929-4B2A-BB69-CDEA24AC668B}
-9827456.06769455,4881820.15727344,2758,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2924,,AERIAL,D,,2146,,{BFABF35D-0322-49B4-8636-EDC127B67A51}
-9827425.88270604,4881793.26168583,2759,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2926,,AERIAL,D,,2147,,{7D8B8374-3BC2-4D16-A6D5-D7B1883A890C}
-9827425.43950458,4881724.37365139,2760,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,2927,Centennial High School,AERIAL,D,,2148,,{5E2A63CC-5D20-406E-8175-F8FE49E9524B}
-9827425.26077734,4881757.69370952,2761,No Parking to Corner,"12"" X 18""",Arrow,Punched Telespar, ,Parking, ,HR7-11,Champaign,2928,,AERIAL,D,,2149,,{69AA7FF5-B5EF-4635-B2FE-14504E989129}
-9827442.3220289,4881648.38822579,2762,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2929,Centennial High School,AERIAL,D,,2150,,{84B279DB-069D-407C-84EA-0B3D57D0AEF9}
-9827424.78610303,4881648.07958607,2763,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,2930,Centennial High School,AERIAL,D,,2151,,{5A65DEF3-DF76-45E5-89B5-7C23E1D9B9AA}
-9827424.13331977,4881582.60661818,2764,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,2931,Centennial High School,AERIAL,D,,2152,,{C1650C5E-5E0E-421E-BF8A-6197DB1FFD1C}
-9827440.89427823,4881522.40109629,2765,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar, ,School, ,R7-2,Champaign,2932,Centennial High School,AERIAL,D,,2153,,{E54D0B84-34E1-4771-95F3-A6AC43AD1C8D}
-9827411.99997321,4881384.49112475,2766,No Parking 7am-4pm on School Days,"12"" X 18""", ,Unpunched Telespar, ,School, ,R7-2,Champaign,2933,Centennial High School,AERIAL,D,,2087,,{2A5BBA09-7C0C-4C6F-99D9-BEF6694A0AE1}
-9827335.53311488,4881383.74659786,2767,No Parking 7am-4pm on School Days,"12"" X 18""", ,Unpunched Telespar, ,School, ,R7-2,Champaign,2936,Centennial High School,AERIAL,D,,2154,,{CA565E76-5FAF-44CF-9B5D-208D88C3FC39}
-9827438.46101074,4881319.3274681,2768,No Parking 7am-4pm on School Days,"12"" X 18""", ,Unpunched Telespar,06/2009 ,School, ,R7-2,Champaign,2937,Centennial High School,AERIAL,D,,2155,,{B8C3A9CD-0552-45A0-9A4A-153C6A3F6D1A}
-9827419.86982248,4881252.96893307,2769,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar,06/2009 ,School,,R7-2,Champaign,2938,Centennial High School,AERIAL,D,,2156,,{02B26847-5F6A-47A4-97BE-FC26003CF87E}
-9827438.19305442,4881263.51568801,2770,No Parking 7am-4pm on School Days,"12"" X 18""", ,Streetlight,06/2009 ,School, ,R7-2,Champaign,2939,Centennial High School,AERIAL,D,,2157,,{F116532F-005A-41A0-B332-A8460C29161C}
-9827437.92571288,4881199.69625827,2771,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar,06/2009 ,School, ,R7-2,Champaign,2940,Centennial High School,AERIAL,D,,2158,,{F2751679-2FA8-4D28-9318-778D30BD10E0}
-9827419.22579189,4881165.89063004,2772,No Parking 7am-4pm on School Days,"12"" X 18""", ,Power Pole,06/2009 ,School,,R7-2,Champaign,2941,Jefferson Middle School,AERIAL,D,,2159,,{FA9C8152-6969-410D-92E8-4632939A3C79}
-9827418.77852957,4881048.1712138,2773,No Parking 7am-4pm on School Days,"12"" X 18""", ,Streetlight,06/2009 ,School, ,R7-2,Champaign,2942,Jefferson Middle School,AERIAL,D,,2160,,{D2BD0D84-9F15-4792-89DA-DC8D0BC7B61C}
-9827435.40017659,4881019.00018937,2774,No Parking 7am-4pm on School Days,"12"" X 18""", ,Punched Telespar,06/2009 ,School, ,R7-2,Champaign,2943,Jefferson Middle School,AERIAL,D,,2161,,{2D69BEF4-3456-4327-83ED-C824435FB7F7}
-9827434.38777658,4880956.26036466,2775,No Parking 7am-4pm on School Days,"12"" X 18""", ,Streetlight,06/2009,School, ,R7-2,Champaign,2944,Jefferson Middle School,AERIAL,D,,2162,,{BFD44F12-9FCD-454A-9DCE-09261450CC4A}
-9827965.74923291,4881780.12148065,2776,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,2945,,AERIAL,D,,2163,,{4169C2BB-A642-42A3-B750-BECEF0A3511E}
-9827938.8553666,4880268.81459356,2777,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,2946,,AERIAL,D,,2099,,{B98BC58A-C6C8-4B86-9AB1-32DDDD6FAB1B}
-9828505.31780338,4880835.26667043,2778,No Parking to Corner,"12"" X 18""", ,Punched Telespar, ,Parking, ,HR7-11,Champaign,2947,,AERIAL,D,,2164,,{11D8DCFD-4708-4E11-BE91-21048C2A8803}
-9829017.71657244,4881840.37105231,2779,No Parking to Corner,"12"" X 18""", ,Unpunched Telespar, ,Parking,,HR7-11,Champaign,2948,,AERIAL,D,,2165,,{B53C294A-25DA-4507-BCC1-827B8C9B4AC0}
-9828684.20992221,4881896.51051209,2780,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2949,,AERIAL,D,,2166,,{53FDA78C-18B8-4760-BEAE-5DED078B3A52}
-9828666.29407663,4881966.56746588,2781,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2950,,AERIAL,D,,2167,,{0ADAB0A4-BDD8-4AEA-B7CB-31A12B044B70}
-9828632.1317246,4881970.58586522,2782,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2951,,AERIAL,D,,2168,,{808F4539-D642-4244-A24F-554236F16EAF}
-9828609.10289183,4881960.68477935,2783,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2952,,AERIAL,D,,2169,,{6E993EBA-C0FC-41AD-96D9-D4B46E3D33DE}
-9828662.63663938,4881957.33677793,2784,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2953,,AERIAL,D,,2170,,{7C77BBF2-E3CC-48C7-A342-AB50FB24A61C}
-9828675.50131324,4881897.5283265,2785,No Parking,"12"" X 18""", ,Punched Telespar, ,Parking, ,R7-1,Champaign,2954,,AERIAL,D,,2171,,{D5FB6229-F58B-4866-8D55-6F8DEE48FA4F}
-9830846.66461333,4881271.53046799,2786,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2955,,AERIAL,D,Aberdeen Dr,2172,,{A2DD2507-3F08-4B22-9BA9-70DF163CFC71}
-9830843.81392123,4881154.52375255,2787,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2956,,AERIAL,D,Crail Rd,546,,{692AD9C6-D8C2-40AE-8905-254F26337038}
-9831037.88668401,4881010.46547909,2788,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2957,,AERIAL,D,Crail Rd,547,,{8EE25C33-1A35-4664-93F8-26775697CC21}
-9830855.61757592,4881467.74698027,2789,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2958,,AERIAL,D,Prestwick Dr,550,,{CEA12538-66DA-4A9C-92C7-6EDC8B820115}
-9830534.41632864,4881263.94828177,2790,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2959,,AERIAL,D,Cobblefield Rd,2173,,{8C30C9C4-F155-4C55-A9C9-4BDE47CA7DA6}
-9830206.62027732,4881166.88239573,2791,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2960,,AERIAL,D,Crail Rd,2174,,{2436FEAA-2064-48F2-B94A-47BB3D4CC465}
-9830201.75615706,4881414.41128524,2792,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2961,,AERIAL,D,Balmoral Dr,2175,,{BEEE857B-99D7-40E1-8EFD-658207C57C10}
-9830200.92586028,4881446.290498,2793,Streetname - Private,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Private,2962,,AERIAL,D,Thornhill Dr,553,,{93611C9A-2DCD-45C5-B131-27A391AAB8BE}
-9830303.76414812,4881414.37474997,2794,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2963,,AERIAL,D,Balmoral Dr,2176,,{EE5C18E3-1CBF-41C4-94A0-8B86E707A51B}
-9830309.34509026,4881165.6446951,2795,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2964,,AERIAL,D,Crail Rd,554,,{3C71FF76-129C-44AF-BCA4-9143B0886415}
-9830550.38133247,4881382.97214262,2796,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2965,,AERIAL,D,Balmoral Dr,2177,,{0A0CBB5E-4782-46C7-A1C0-85060A44E617}
-9830545.13256307,4881142.07481184,2797,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2966,,AERIAL,D,Crail Rd,2178,,{43BA55C1-CD6C-4EDB-B608-5C5208DF9289}
-9830404.69303485,4880883.04254115,2798,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2967,,AERIAL,D,Muirfield Pnt,2179,,{FA2B4FDE-C24E-4FE4-83FD-F624B149E492}
-9830187.03840156,4880745.7682713,2799,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2969,,AERIAL,D,Englewood Dr,2180,,{E0ABE614-4DF7-4721-8B36-9026DF45D76C}
-9830204.43451331,4880439.97327831,2800,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2970,,AERIAL,D,Brook Ridge Cr,2181,,{A4A686EE-589A-4129-9A91-945A3AE590D8}
-9830384.27435607,4880375.77341452,2801,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2971,,AERIAL,D,Casselbury Ln,1635,,{99CD1548-2E20-47E7-8A7B-38F4E5AB1681}
-9830483.79740371,4880418.11909563,2802,Streetname,"6"" X 30""/ 6"" X 30""", ,Unpunched Telespar, ,Streetname, ,D3-1,Champaign,2972,,AERIAL,D,Bridge Point Ln,1638,,{FAE75BC4-304B-47B9-A654-24399FA74111}
-9830474.11073789,4880451.24309155,2803,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar, ,Streetname, ,D3-1,Champaign,2973,,AERIAL,D,Bridge Point Ln,1639,,{6618E917-A99D-48E4-8488-773A500B3674}
-9830697.24977928,4880931.78442112,2804,Streetname,"6"" X 30""/ 6"" X 30""", ,Punched Telespar,2014,Streetname, ,D3-1,Champaign,2974,,AERIAL,D,Turnberry Dr,1884,,{67676BCF-EE88-4739-AD6E-3F8669AFBDAB}
